workerid,proliferate.condition,color,expressions,modal,order,percentage_blue,rating,sentence,error
188,might-possible-could,blue,might-possible-probably,might,possible-probably-might,100,0,You might get a blue one,
188,might-possible-could,blue,might-possible-probably,other,possible-probably-might,100,1,something else,
188,might-possible-could,orange,might-possible-probably,might,might-probably-possible,10,0,You might get an orange one,
188,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,10,1,You'll probably get an orange one,
188,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,10,0,It's possible that you'll get an orange one,
188,might-possible-could,orange,might-possible-probably,other,might-probably-possible,10,0,something else,
188,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,60,0,It's possible that you'll get a blue one,
188,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,60,0,You'll probably get a blue one,
188,might-possible-could,blue,might-possible-probably,might,possible-probably-might,60,1,You might get a blue one,
188,might-possible-could,blue,might-possible-probably,other,possible-probably-might,60,0,something else,
188,might-possible-could,orange,might-possible-probably,might,might-possible-probably,25,0,You might get an orange one,
188,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,25,0,It's possible that you'll get an orange one,
188,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,25,1,You'll probably get an orange one,
188,might-possible-could,orange,might-possible-probably,other,might-possible-probably,25,0,something else,
188,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,90,1,It's possible that you'll get an orange one,
188,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,90,0,You'll probably get an orange one,
188,might-possible-could,orange,might-possible-probably,might,possible-probably-might,90,0,You might get an orange one,
188,might-possible-could,orange,might-possible-probably,other,possible-probably-might,90,0,something else,
188,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,100,0,You'll probably get an orange one,
188,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,100,0,It's possible that you'll get an orange one,
188,might-possible-could,orange,might-possible-probably,might,probably-possible-might,100,0,You might get an orange one,
188,might-possible-could,orange,might-possible-probably,other,probably-possible-might,100,1,something else,
188,might-possible-could,blue,might-possible-probably,might,might-probably-possible,90,0,You might get a blue one,
188,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,90,1,You'll probably get a blue one,
188,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,90,0,It's possible that you'll get a blue one,
188,might-possible-could,blue,might-possible-probably,other,might-probably-possible,90,0,something else,
188,might-possible-could,blue,might-possible-probably,might,might-probably-possible,40,1,You might get a blue one,
188,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,40,0,You'll probably get a blue one,
188,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,40,0,It's possible that you'll get a blue one,
188,might-possible-could,blue,might-possible-probably,other,might-probably-possible,40,0,something else,
188,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,50,0,It's possible that you'll get a blue one,
188,might-possible-could,blue,might-possible-probably,might,possible-might-probably,50,0.49,You might get a blue one,
188,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,50,0,You'll probably get a blue one,
188,might-possible-could,blue,might-possible-probably,other,possible-might-probably,50,0.51,something else,
194,might-possible-could,orange,might-possible-probably,might,might-probably-possible,90,0.05,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,90,0,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,90,0.15999999999999992,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-probably-possible,90,0.79,something else,
194,might-possible-could,blue,might-possible-probably,might,might-probably-possible,25,0.1100000000000002,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,25,0,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,25,0.15,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,other,might-probably-possible,25,0.7399999999999998,something else,
194,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,50,0.06,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,might,possible-might-probably,50,0.19,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,50,0.51,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,possible-might-probably,50,0.23999999999999988,something else,
194,might-possible-could,blue,might-possible-probably,might,might-probably-possible,10,0.06,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,10,0,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,10,0.1,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,other,might-probably-possible,10,0.8400000000000001,something else,
194,might-possible-could,orange,might-possible-probably,might,might-possible-probably,60,0.36,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,60,0.37,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,60,0.12,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-possible-probably,60,0.1499999999999999,something else,
194,might-possible-could,orange,might-possible-probably,might,might-possible-probably,97,0,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,97,0.06,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,97,0,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-possible-probably,97,0.94,something else,
194,might-possible-could,orange,might-possible-probably,might,might-possible-probably,7,0,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,7,0,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,7,0.87,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-possible-probably,7,0.1299999999999999,something else,
194,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,60,0.12,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,60,0.4099999999999999,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,might,possible-probably-might,60,0.27,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,other,possible-probably-might,60,0.2,something else,
194,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,75,0.34999999999999976,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,75,0,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,might,possible-probably-might,75,0.3400000000000002,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,other,possible-probably-might,75,0.31,something else,
194,might-possible-could,blue,might-possible-probably,might,might-probably-possible,50,0.09,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,50,0.34,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,50,0.21,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,other,might-probably-possible,50,0.36,something else,
194,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,97,0,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,might,possible-might-probably,97,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,97,0.95,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,other,possible-might-probably,97,0.05000000000000005,something else,
194,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,25,0.15,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,might,possible-might-probably,25,0.16,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,25,0.48,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,possible-might-probably,25,0.20999999999999996,something else,
194,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,10,0.84,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,might,probably-might-possible,10,0,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,10,0.09,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,other,probably-might-possible,10,0.07000000000000017,something else,
194,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,4,0,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,might,possible-might-probably,4,0,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,4,0.92,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,possible-might-probably,4,0.07999999999999985,something else,
194,might-possible-could,blue,might-possible-probably,might,might-possible-probably,75,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,75,0.1,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,75,0.6,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,other,might-possible-probably,75,0.3,something else,
194,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,100,0,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,100,0,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,might,possible-probably-might,100,0,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,other,possible-probably-might,100,1,something else,
194,might-possible-could,orange,might-possible-probably,might,might-probably-possible,94,0.06,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,94,0,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,94,0.04,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-probably-possible,94,0.8999999999999999,something else,
194,might-possible-could,orange,might-possible-probably,might,might-possible-probably,40,0.030000000000000027,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,40,0.15,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,40,0.82,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-possible-probably,40,0,something else,
194,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,40,0.4,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,40,0,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,might,possible-probably-might,40,0.38,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,other,possible-probably-might,40,0.22000000000000008,something else,
194,might-possible-could,blue,might-possible-probably,might,might-probably-possible,94,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,94,0.74,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,94,0.18,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,other,might-probably-possible,94,0.08000000000000007,something else,
194,might-possible-could,blue,might-possible-probably,probably,probably-might-possible,0,0,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,might,probably-might-possible,0,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,probably-might-possible,0,0,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,other,probably-might-possible,0,1,something else,
194,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,7,0.13,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,might,possible-might-probably,7,0.13,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,7,0,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,other,possible-might-probably,7,0.74,something else,
194,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,90,0.14,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,90,0.73,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,might,possible-probably-might,90,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,other,possible-probably-might,90,0.13,something else,
194,might-possible-could,blue,might-possible-probably,probably,probably-possible-might,4,0,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,probably-possible-might,4,0.1,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,might,probably-possible-might,4,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,other,probably-possible-might,4,0.8999999999999999,something else,
194,might-possible-could,blue,might-possible-probably,might,might-probably-possible,100,0,You might get a blue one,
194,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,100,0.09,You'll probably get a blue one,
194,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,100,0,It's possible that you'll get a blue one,
194,might-possible-could,blue,might-possible-probably,other,might-probably-possible,100,0.91,something else,
194,might-possible-could,orange,might-possible-probably,might,might-possible-probably,0,0,You might get an orange one,
194,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,0,0,It's possible that you'll get an orange one,
194,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,0,0.08,You'll probably get an orange one,
194,might-possible-could,orange,might-possible-probably,other,might-possible-probably,0,0.92,something else,
190,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,60,0.4,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,60,0.3,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,might,possible-probably-might,60,0.15,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,other,possible-probably-might,60,0.15000000000000002,something else,
190,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,10,0.6,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,10,0.2,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,might,probably-possible-might,10,0.1,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,other,probably-possible-might,10,0.09999999999999998,something else,
190,might-possible-could,blue,might-possible-probably,probably,probably-possible-might,60,0.61,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,probably-possible-might,60,0.39,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,might,probably-possible-might,60,0,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,other,probably-possible-might,60,0,something else,
190,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,100,0.37,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,100,0.27,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,might,possible-probably-might,100,0.22,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,other,possible-probably-might,100,0.1399999999999999,something else,
190,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,94,0.3,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,might,probably-might-possible,94,0.37,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,94,0.22,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,other,probably-might-possible,94,0.1100000000000001,something else,
190,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,4,0.38,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,might,possible-might-probably,4,0.31,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,4,0.19,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,other,possible-might-probably,4,0.1200000000000001,something else,
190,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,7,0.23,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,7,0.22,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,might,probably-possible-might,7,0.39,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,other,probably-possible-might,7,0.16000000000000003,something else,
190,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,25,0.4,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,25,0.28,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,might,possible-probably-might,25,0.17,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,other,possible-probably-might,25,0.15000000000000002,something else,
190,might-possible-could,blue,might-possible-probably,probably,probably-might-possible,0,0.24,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,might,probably-might-possible,0,0.27,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,probably-might-possible,0,0.22,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,other,probably-might-possible,0,0.27,something else,
190,might-possible-could,blue,might-possible-probably,might,might-probably-possible,40,0.43999999999999995,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,40,0.26,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,40,0.08999999999999986,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,other,might-probably-possible,40,0.2100000000000002,something else,
190,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,97,0.28,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,97,0.35,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,might,possible-probably-might,97,0.28,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,other,possible-probably-might,97,0.08999999999999986,something else,
190,might-possible-could,orange,might-possible-probably,might,might-probably-possible,0,0.17,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,0,0.36,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,0,0.32,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,other,might-probably-possible,0,0.1499999999999999,something else,
190,might-possible-could,orange,might-possible-probably,might,might-probably-possible,50,0.26,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,50,0.51,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,50,0.17,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,other,might-probably-possible,50,0.05999999999999983,something else,
190,might-possible-could,blue,might-possible-probably,probably,probably-might-possible,97,0.29,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,might,probably-might-possible,97,0.38,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,probably-might-possible,97,0.21,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,other,probably-might-possible,97,0.1200000000000001,something else,
190,might-possible-could,orange,might-possible-probably,might,might-possible-probably,90,0.24,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,90,0.3,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,90,0.17999999999999983,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,other,might-possible-probably,90,0.28,something else,
190,might-possible-could,blue,might-possible-probably,might,might-possible-probably,7,0.22,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,7,0.33,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,7,0.22,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,other,might-possible-probably,7,0.23,something else,
190,might-possible-could,blue,might-possible-probably,might,might-possible-probably,10,0.2,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,10,0.31,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,10,0.26,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,other,might-possible-probably,10,0.23,something else,
190,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,75,0.3,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,might,probably-might-possible,75,0.22,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,75,0.28,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,other,probably-might-possible,75,0.19999999999999996,something else,
190,might-possible-could,blue,might-possible-probably,might,might-possible-probably,50,0.26,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,50,0.36,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,50,0.19,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,other,might-possible-probably,50,0.18999999999999995,something else,
190,might-possible-could,blue,might-possible-probably,might,might-probably-possible,75,0.24,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,75,0.32,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,75,0.34,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,other,might-probably-possible,75,0.09999999999999988,something else,
190,might-possible-could,orange,might-possible-probably,might,might-possible-probably,4,0.27,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,4,0.19999999999999996,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,4,0.18999999999999995,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,other,might-possible-probably,4,0.3400000000000001,something else,
190,might-possible-could,blue,might-possible-probably,might,might-possible-probably,94,0.26,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,94,0.28,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,94,0.26,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,other,might-possible-probably,94,0.20000000000000007,something else,
190,might-possible-could,blue,might-possible-probably,probably,probably-might-possible,90,0.27,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,might,probably-might-possible,90,0.26,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,probably-might-possible,90,0.16,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,other,probably-might-possible,90,0.30999999999999994,something else,
190,might-possible-could,blue,might-possible-probably,probably,probably-might-possible,25,0.14,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,might,probably-might-possible,25,0.17,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,possible,probably-might-possible,25,0.4,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,other,probably-might-possible,25,0.29000000000000004,something else,
190,might-possible-could,orange,might-possible-probably,might,might-probably-possible,40,0.16,You might get an orange one,
190,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,40,0.25,You'll probably get an orange one,
190,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,40,0.3,It's possible that you'll get an orange one,
190,might-possible-could,orange,might-possible-probably,other,might-probably-possible,40,0.29000000000000004,something else,
190,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,100,0.35,It's possible that you'll get a blue one,
190,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,100,0.26,You'll probably get a blue one,
190,might-possible-could,blue,might-possible-probably,might,possible-probably-might,100,0.2,You might get a blue one,
190,might-possible-could,blue,might-possible-probably,other,possible-probably-might,100,0.18999999999999995,something else,
186,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,50,0.31,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,50,0.33,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,might,possible-probably-might,50,0.34,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,other,possible-probably-might,50,0.020000000000000014,something else,
186,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,60,0,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,60,0,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,might,possible-probably-might,60,0,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,other,possible-probably-might,60,1,something else,
186,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,90,0,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,90,0.25,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,might,probably-possible-might,90,0.5,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,other,probably-possible-might,90,0.25,something else,
186,might-possible-could,blue,might-possible-probably,might,might-probably-possible,90,0,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,90,1,You'll probably get a blue one,
186,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,90,0,It's possible that you'll get a blue one,
186,might-possible-could,blue,might-possible-probably,other,might-probably-possible,90,0,something else,
186,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,7,0,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,7,1,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,might,possible-probably-might,7,0,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,other,possible-probably-might,7,0,something else,
186,might-possible-could,orange,might-possible-probably,might,might-probably-possible,97,0,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,97,0,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,97,0.25,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,other,might-probably-possible,97,0.75,something else,
186,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,0,0,It's possible that you'll get a blue one,
186,might-possible-could,blue,might-possible-probably,might,possible-might-probably,0,0,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,0,0,You'll probably get a blue one,
186,might-possible-could,blue,might-possible-probably,other,possible-might-probably,0,1,something else,
186,might-possible-could,blue,might-possible-probably,might,might-probably-possible,40,0.5,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,40,0,You'll probably get a blue one,
186,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,40,0.5,It's possible that you'll get a blue one,
186,might-possible-could,blue,might-possible-probably,other,might-probably-possible,40,0,something else,
186,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,10,1,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,might,probably-might-possible,10,0,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,10,0,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,other,probably-might-possible,10,0,something else,
186,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,94,0,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,might,probably-might-possible,94,0.25,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,94,0,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,other,probably-might-possible,94,0.75,something else,
186,might-possible-could,orange,might-possible-probably,might,might-possible-probably,40,0.5,You might get an orange one,
186,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,40,0.5,It's possible that you'll get an orange one,
186,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,40,0,You'll probably get an orange one,
186,might-possible-could,orange,might-possible-probably,other,might-possible-probably,40,0,something else,
186,might-possible-could,blue,might-possible-probably,might,might-probably-possible,94,0,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,94,1,You'll probably get a blue one,
186,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,94,0,It's possible that you'll get a blue one,
186,might-possible-could,blue,might-possible-probably,other,might-probably-possible,94,0,something else,
186,might-possible-could,blue,might-possible-probably,might,might-probably-possible,100,0,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,100,0,You'll probably get a blue one,
186,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,100,0,It's possible that you'll get a blue one,
186,might-possible-could,blue,might-possible-probably,other,might-probably-possible,100,1,something else,
186,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,10,0.25,It's possible that you'll get a blue one,
186,might-possible-could,blue,might-possible-probably,might,possible-might-probably,10,0.25,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,10,0,You'll probably get a blue one,
186,might-possible-could,blue,might-possible-probably,other,possible-might-probably,10,0.5,something else,
186,might-possible-could,blue,might-possible-probably,might,might-probably-possible,97,0,You might get a blue one,
186,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,97,1,You'll probably get a blue one,
